game_name,content,score,at
Nikke,"saya berniat memainkan game ini tetapi, dikarenakan fitur download yang tidak mendukung untuk berjalan di latar belakang saya tidak bisa memainkan game ini. Karena itu apakah bisa ditambahkan download yang berjalan di latar belakang?",5,2025-07-11 13:41:57
Nikke,dari gameplay-nya sih dah bagus. tapi tolong untuk update berikutnya dioptimalkan lagi ya agar untuk hp spek menengah ke bawah biar bisa makin lancar mainnya🙏,4,2025-07-11 08:35:08
Nikke,gunung yg sangat indah dan Juga Gua yg begitu dalam wkwk,5,2025-07-10 14:01:04
Nikke,cantik cantik Cok karakter nya,5,2025-07-10 11:20:08
Nikke,"saya suka sekali gamenya,saya mohon supaya ada bahasa indonesia biar saya lebih mudah memahami",5,2025-07-10 09:45:34
Nikke,"ini game lumayan bagus kok kalo main cuman buat santai². Mudah nabung ticket sama crystal gachanya. Cuma Gameplay loopnya terlalu membosankan. Bahkan sebanyak apapun dev ngasih ticket, kalo lu gk hoki ya kelar dah tu tiket habis gk dapet Nikke inceran lu. Garansi pity nya diangka 200 pull",5,2025-07-10 01:23:28
Nikke,Mantap!,5,2025-07-09 20:46:11
Nikke,"Gamenya bagus. cuma gachanya masih busuk. 100 pull gak ada emas. itu alasan aku berhenti main 3 tahun lalu. dan sekarang terjadi lagi, 100 pull gak ada emas. sepertinya memang harus berhenti total main game nya",5,2025-07-08 23:03:55
Nikke,"Anda benar-benar mengecewakan saya,sudah 5 bulan saya complain tentang level musuh untuk storynya terlalu susah tetapi anda tidak mendengarkan keluhan ini sama sekali, tidak semua ingin top up dalam game tetapi ada orang yang seperti saya yang bermain hanya ingin menikmati alur story tetapi jika level musuh terlalu tinggi kita harus menunggu sebulan untuk menaikkan level!!! sungguh sangat mengecewakan!!!, dengarkan saran ini atau anda akan kehilangan banyak player yang loyal terhadap anda!!!",1,2025-07-08 21:47:32
Nikke,kalau emang tidak bisa seperti NIKKE CHINA minimal sistemnya di optimalkan lah masa setiap kali menyelesaikan cerita event setiap satu chapternya selalu kena bug sepeti system error saya akui game ini bagus dari segi cerita dan pengembangannya akan tetapi bug bug yang ada itu di perbaiki segera jangan mentang mentang di NIKKE CHINA untung banyak GLOBALNYA dilupakan tolong lah yah segera diperbaiki bug bug yang ada ini karena sangat membuat tidak nyaman dalam menikmati cerita yang ada digame ini,1,2025-07-08 09:04:26
Nikke,"okelah kalau next update dipercepat saat loading di bagian awal ketika masuk apk gamenya, aku sdh pake wifi dan sinyal baik dan juga saat masuk ke event, itu loading nya ada yng lumayan lama juga, kalau ganti akun ke restart Mulu jdi lama",5,2025-07-08 08:29:49
Nikke,loading game ini sangat lama kalau kalian mau nanya size game ini 12gb kalian harus kosongkan ruang penyimpanan 15gb an grafik ya baguss dan gameplay juga baguss,5,2025-07-07 17:58:46
Nikke,dapet dong ssr pas yang sr nya😂,5,2025-07-07 10:14:04
Nikke,loading nya terlalu lama mau masuk game malah jadi males mau mainnya juga please lah loading in game nya di percepat untuk server global itu aja udah cukup,2,2025-07-06 21:45:56
Nikke,game lama dengan masalah lama yang ngga pernah di betulin yaitu masalah tentang loading yang lama bikin males main,1,2025-07-06 19:08:35
Nikke,"developer tolong lah lihat keluhan Player nya.banyak bug nya di game ini bug loading, bug disconnected tu yang parah. saya juga Player lama. tapi bug nya belum di perbaiki sampai sekrang.",1,2025-07-06 12:35:11
Nikke,"saya turunin bintangnya makin ubdate makin lama aja tu loading nya.apa lagi loading pas masuk awal sering nge bug sampai ngulang 2kali baru bisa masuk ke game.pokoknya setiap loading pasti lama.device saya kuat ko' genshin atau game"" lainnya lancar"" aja. tapi di sini masalah satu ini belum di atasi sama sekali.dan satu lagi kadang pas disconnect malah balik ke lobby bukannya lanjut ke posisinya.mana loading nya lama.kalo gini terus bakal sepi ni game karna pihak developer ga lihat keluhan plyer",2,2025-07-06 12:26:34
Nikke,cara masuk ke gamenya aja ga bisa. tutup untuk regional indonesia,1,2025-07-06 12:20:36
Nikke,seru bikin nagih main🤤🤤🤤🤤🤤,5,2025-07-05 23:14:36
Nikke,"game nya sebenarnya bagus. tapi kekurangannya tuh di sistem loading nya, kaya terlalu banyak loading dan lama ketika melakukan sesuatu, misalnya aja nih ngebuka salah satu event pasti loading, terus pas keluar dari eventnya loading lagi. pas mode campaign juga kebanyakan loading, lambat pula loading nya. mohon buat developer di buat loading nya tuh lebih cepat agar tidak bosan saat menunggu nya, masa setiap mau melakukan sesuatu harus nunggu hampir 10 detikan",3,2025-07-05 19:56:46
Nikke,"Sungguh game yang menarik. Update mengenai loading screen memakan waktu terlalu lama, sekarang sudah teratasi dan semakin banyak fitur untuk pemain end game seperti saya. Terimakasih dev",5,2025-07-04 13:03:27
Nikke,bagus bet,5,2025-07-04 02:53:55
Nikke,Gamenya sudah bagus tapi tolong kenapa gacha rate saya selalu jelek apakah ini bug,5,2025-07-04 01:03:39
Nikke,pakaiannya kurang terbuka,1,2025-07-03 19:51:26
Nikke,Loading benar benar lama,1,2025-07-03 18:08:56
Nikke,game sudah patch dengan baik..dengerin keluhan player itu penting.. good job,4,2025-07-03 16:15:13
Nikke,story 90 animasi boing 50 over all bagus tapi boing nya tambahin ya 😋,5,2025-07-03 15:48:08
Nikke,"kenapa ini Tencent tidak bisa loginn!!!! ""The Server is under maintenance"" gimana ini gak bisa login jdinya setelah update!!!!!",2,2025-07-03 13:02:10
Nikke,bahasa indonesia nya mana minn,3,2025-07-03 12:51:51
Nikke,"tolong ini ada bug bisa masuk dalam game malah di suruh update padahal updatenya udah selesai tetep gak bisa masuk dalam game, tolong developer benerin dong",3,2025-07-03 09:32:58
Nikke,game bagus tapi loading nya lama game yg lebih bagus aja loading GK selama ini di hp gw,4,2025-07-02 23:46:31
Nikke,"please lah untuk update selanjutnya tolong dibuat lebih ringan, HP low end juga pengen ngerasain pengalaman bermain yang bagus😮‍💨😮‍💨😮‍💨",2,2025-07-02 23:02:35
Nikke,seru,5,2025-07-02 00:42:58
Nikke,"udah mulai bosan main, loading screen perpindahan antar menu terlalu lama jadi bikin jenuh. saya lihat di server CN jauh lebih cepat dan lebih bagus optimisasi nya, kalau tidak peduli sama player regional lain saya juga tidak peduli untuk mainkan ini game 😒",3,2025-07-01 11:42:34
Nikke,login terlalu lama,1,2025-06-30 20:12:31
Nikke,karakternya bikin sange,5,2025-06-30 15:31:44
Nikke,Grafis bagus dan gameplay mudah edit: loading lama,2,2025-06-29 19:24:08
Nikke,ini kenapa setiap kali mau Main layarnya ganti jadi horizontal,5,2025-06-29 17:22:00
Nikke,"tolong tambahkan bahasa Indonesia, saya kesulitan memahami cerita gamenya",5,2025-06-29 16:16:58
Nikke,game Waifu berjinggle,4,2025-06-28 16:39:55
Nikke,"game baik, dermawan",5,2025-06-28 14:05:35
Nikke,"pls level infinite, optimize loading nya, kalo bs kurangin dah soalnya ya ini game kebanyakan nunggu, terus nunggu bukan karena main tapi karena loading nya, pls la kalo di optimize aku lanjut main dahh 🥲",1,2025-06-27 14:43:51
Nikke,"Developer tolonglah kasih fitur download file, semacam download live, kayak blue archive gitu, masa download harus nunggu lama kali, kasih fitur biar enak",3,2025-06-26 17:36:31
Nikke,untuk loading nya lama banget padahal device mendukung kecek mbos wifi nya lancar tapi kenapa lama banget sumpah mohon ada penjelasan dev nya,1,2025-06-26 13:19:52
Nikke,"game nya bagus,cocok di buatkan versi anime nya pasti seru",5,2025-06-26 12:05:52
Nikke,sangat detail dalam permainan nya dan juga dalam pertarungan yang sengit mantap sekali bagi yang ingin memainkan game yang gampang di kuasai.,5,2025-06-26 01:55:47
Nikke,senjatanya besar 🗿,5,2025-06-25 18:32:57
Nikke,Menurutku gamenya bagus cuman pelit karakter ssr sih dibanding yang versi cn,4,2025-06-25 17:44:58
Nikke,permudah story soalnya lama banget untuk naikin power nikke nya,5,2025-06-25 09:36:56
Nikke,"dev lebih mengutamakan China, loading nya lelet bgt lol, raid juga suka eror coonection padahal jaringan lancar kacau memang",1,2025-06-25 00:25:49
Nikke,"semenjak update, waktu yang diperlukan untuk login jauh lebih lama daripada sebelum update. untuk update sekarang waktu loginnya minimal 5 menit, dan itu bahkan bisa lebih banyak",1,2025-06-24 23:05:02
Nikke,"Game berat ni bos, senggol dong. Main bentar langsung over heat.",5,2025-06-22 06:48:34
Nikke,ini game sangat cocok bagi saya sebagai player yang menggunakan 1 tangan,4,2025-06-21 12:25:03
Nikke,tolong tambahkan bahasa league Indonesia,3,2025-06-21 06:32:05
Nikke,"overall good, - nya loading screennya lama bat bay di samsung s21 gatau kentang apa emg lama dari gamenya",5,2025-06-21 02:54:18
Nikke,"anjg download data nya 5 abad ngetd, jadi tolong di percepat",1,2025-06-20 22:14:21
Nikke,game nya payah masak setelah update bukan nya lebih baik mlah makin parah sering eror log in makin lama sering log out sendiri ah jadi gug seru lagi .....,3,2025-06-20 08:27:54
Nikke,"saran saya, kalau udah tuh slesein download data full (mungkin blm full update-an harian/mingguan) sebesar 12Giga bite sabar lagi yaa saat masuk lobby karena masih nunggu 2 menit an pas awal bgt mau masuk ni game Edit : Bagi yang device kecil jangan terlalu ber harap ya game ini bukan game kecil"" an yg mudah Install hapus",5,2025-06-19 11:13:50
Nikke,game nya ngestuck di loading,2,2025-06-18 19:30:56
Nikke,selalu error saat masuk ke game nya,1,2025-06-18 11:02:02
Nikke,Gamenya bagus cuman loading screennya jangan lama banget😓Terus ngestuck agak lama di loading downloadingnya Dan tolong Tambahkan bahasa indonesia,5,2025-06-18 06:46:22
Nikke,"te rame , hapus deui,unduh jeroan sampai 12 gb, maennya sulit",1,2025-06-17 23:50:35
Nikke,bagus terutama waktu ULTI 😋,5,2025-06-17 19:57:14
Nikke,"tolong kepada developernya agar bansos, hadiah dan reward nya diperbanyak lagi",5,2025-06-16 18:10:09
Nikke,"kasih subtitle Indonesia nya juga lahh, masa udah 2 tahun lebih nggak ada subtitle bahasa Indonesia nya, saya yg masih minim bahasa Inggrisnya nya kesusahan banget......... tolong untuk developer kasih subtitle Indonesia nya juga ya 🙏",5,2025-06-15 14:21:50
Nikke,"Gamenya keren, tapi sayang belum ada Bahasa Indonesia. Semoga dev bisa pertimbangkan untuk menambahkannya. Banyak yang main dari Indo tapi belum ada pilihan bahasanya. Semoga dibalas ya! dan satu lagi tolong pas loading keduanya di cepatin lama banget nunggunya mohon di perbaiki(Gamenya udah cukup keren, saya kasih bintang 4 dulu 😁)",4,2025-06-14 22:05:46
Nikke,"Gamenya bagus, story mantap tapi entah kenapa sekarang tiap loading lama sekali",4,2025-06-14 21:14:20
Nikke,game bagusss banget tapi saya minta untuk developer untuk memberikan event skin gratis 😋,5,2025-06-14 15:08:24
Nikke,tolong ini kenapa sistem eror tiap mau main dikit dikit reload sistem eror,1,2025-06-14 12:50:36
Nikke,"saya menikmati permainan ini walaupun, banyak kontroversi seperti player cina yang dimudahkan,event stellar blade dengan player ps 5, dll",5,2025-06-14 09:05:03
Nikke,tolong dibetulin saat pengunduhan data tidak di kurangi itu sangat membuat ku kesal karena menunggu nya sangat lama,2,2025-06-13 22:53:20
Nikke,Mohon tambahkan fitur bahwa player bisa chat dengan karakter nikke seperti a.i,5,2025-06-13 16:25:09
Nikke,mini game stellarblade luar biasa. saya harap akan terus ada,5,2025-06-13 13:10:01
Nikke,Mini game event collebs stellarblade terlalu berat untuk law device tidak bisa masuk mini game nya saya stuck di story event chapter 4 please,3,2025-06-13 03:29:00
Nikke,cantik banget karakternya,5,2025-06-13 02:39:47
Nikke,"Sangat memuaskan,, karna game ini lebih santai,, jika stuck pada story bisa meminjam char class tinggi yang telah di sediakan,, game ini lumayan ramah dan cocok untuk saya.",5,2025-06-12 19:06:30
Nikke,"dari segi grafik, story, dan karakter nya sudah sangat bagus. gameplay game ini terasa santai dan beberapa fitur membuat kita bisa berkompetisi dengan player lain. namun tidak bisa dipungkiri bahwa ada beberapa bug yg ada di ingame. Salah satu yg menurut saya cukup menganggu adalah saya tidak bisa membuka halaman info beberapa nikke. hal itu membuat saya tidak bisa mengupgrade dan menganti equipment nikke tersebut. Saya mohon kepada tim developer untuk memperbaiki bug tersebut. Terima kasih.",5,2025-06-12 08:58:16
Nikke,game apa lha ini masah cuma ganti setting grafik di suruh update 4 gb lagi kan asu😡mohon jelaskan kenapa ini bisa terjadi!?(huh karna sudah terlanjur kedownload yh sudah lah 🙁. terimakasih saran nya),5,2025-06-11 23:47:51
Nikke,Ok overall buat cerita nya bagus dan buat segi cerita nya ngasih rasa yang deep bad good dan buat cerita nya sangat amat ngebuat gua emotional dan yaa. buat main di campaign buat dapet alur story itu gua baru di chap 19 power lumayan hard up in nya gua lumayan kesusahan bukan lumayan si lumayan hard lah i mean dan ya dari event dan ada mini game nya itu udah pas banget menurut gua dan buat yang bingung juga kalian bisa buka ato ga download di BLABLALINK itu di kasih guide dan sekian arigato😊,5,2025-06-11 22:21:02
Nikke,"Setelah sekian lama akhirnya download game ini lagi, penyakit kalo mau login ngulang download data masih sering muncul, sama ketambahan masalah, setiap mau maen mesti sering nge-stuck di 90% loadingnya gk peduli di mode apa tetep stuck, ini terjadi gk di android aja, saya juga ada akun di pc juga kadang terjadi masalah yang sama, dari harus download ulang klo login, sama sering banget stuck di 90% loadingnya mau ane pake wifi apa paket data masih tetep sama, jadi males lagi mo lanjut maennya",2,2025-06-09 20:09:28
Nikke,bagus dan menarik kalo gabut main game ini,5,2025-06-09 10:25:53
Nikke,apalah gw download datanya malah ngefreze gamenya,3,2025-06-09 08:00:23
Nikke,Peak,5,2025-06-08 05:28:51
Nikke,"game sebagus ini dengan story yang epic kenapa masih sepi? yap!! Karena optimasi yang busuk!! lagian siapa juga yang mau nungguin loading screen sampai 3-5 menit? developer gak pernah sadar!! ngerasa kocak banget server global Serasa di anak tirikan wkwk,server cn malah di manja😂😂.",3,2025-06-08 00:06:56
Nikke,"Sistem gacha nya, tolong diadakan seperti game gacha lainnya, ada sistem pity, disini saya sudah menghabiskan 150 kali gacha tapi yg balik char yg berbeda",3,2025-06-07 18:39:48
Nikke,"masalah grafik gak ngubah apa pun sampe rata kanan yang ukuran nya 4GB harus nya bagus tapi tetep sama ke grafik kiri,bayangan kaga ada kalakter mini nya kaga ada yang berubah bahkan model bangunan nya",3,2025-06-07 15:29:53
Nikke,"baru instal dan mau download file dalemannya ,lama bgd kurang lebih 5 menit ga muncul²,, karna kesel aku gajadi main ini game",1,2025-06-03 15:29:56
Nikke,"game aneh , baru kali ini saya kecewa game tidak optimal sama sekali dan saat instal ulang sering stuck, jangan hanya memikirkan keuntungan tapi pengoptimalan kurang diperhatikan",1,2025-06-02 23:05:16
Nikke,"updatenya lama, muka, 11 gb lebih",1,2025-06-02 21:58:14
Nikke,"untung saja bisa, saya menghapus terlebih dahulu game nya lalu download lagi, dan hasil nya berhasil, semoga kedepan nya developer bisa mengatasi masal ini dengan baik agar pemain lain bisa nyaman bermain Goddess of victory NIKKE sekian dari saya~~",5,2025-06-02 19:33:04
Nikke,60 kali gacha gk muncul salah satu pun ssr parah ni game,1,2025-06-01 17:26:00
Nikke,"game baik, gacha selalu wangi²",5,2025-05-31 21:52:10
Nikke,"Gameplay cukup membosankan tapi dari segi design karakter itu sangat bagus 8.8/10 tapi hanya bisa di nikmati bagian belakang saja maka nya membosankan, seandainya gameplay nya seperti Rise of Eros atau seperti Action Taimanin akan menjadi game favorit.",5,2025-05-31 07:17:53
Nikke,"Tolong untuk loading ny sangat lama mau main di pc pun juga sama,ini yg buat malas login mau main aja harus nunggu lama",5,2025-05-30 20:26:23
Nikke,Game nya bagus tapi gw stuck di chapter 3 stage 5. Udah coba 10 kali tetep disconnect kntl Btw makasih udh fix my problem dan juga bansos nya banyak,5,2025-05-29 08:43:16
Nikke,"ape ni stuck download data nya stuck nya ga cuma sekali trs video yg ada di loading download ga bergerak cuma gerak di awal doang, tolong di fix bug itu Dev itu mengganggu 🙏🏻 Edit: Game nya bagus, sejauh yg ku mainkan belum ada bug, game nya ringan di hp ku kalau bisa adakan collab sama lycoris recoil Dev 🤩😄",4,2025-05-27 06:02:55
Nikke,gamenya bagus keren kurangnya loadingnya aja lama banget mana banyak buh,1,2025-05-26 08:44:50
Nikke,"Bintang 1 dulu sampe kita dapet QoL yg sama kayak Versi CN!, minimal loading screen tolong dilebih cepat😭. Sudah keluar uang dan waktu buat support ini game, tapi kok malah diginiin sih?. Pengen beli Stellar Blade tapi?, yah sudahlah.",1,2025-05-25 14:48:53
Nikke,"Udah anniv 1st update redhood. makin nyeleneh bugnya, masa tiap gua make Burst 3 Red hood pasti ngecrash. Udah berkali² contact ke CS masih nihil. Edit: Qol yang sudah diminta player global bertahun² sejak game ini awal rilis, dengan entengnya kalian kasih ke server CN tanpa ngasih perlakuan yang sama ke Global🤣. Hilang sudah respect gw ke Shift up",1,2025-05-24 20:39:58
Nikke,"Dev lawak udah Rasis, pilih kasih lagi lawak lawak",1,2025-05-24 19:00:48
Nikke,"Game terbaik di dunia, para pemainnya juga sangat baik termasuk teman saya kiki dia SUKA BAYAR HUTANG TEPAT WAKTU👍👍👍",1,2025-05-24 18:11:39
Nikke,"loading tolong di perbaki, loading sampai 5 menit itu terlalu lama, gameplay mulus, grafik bagus, cuman loadingnya itu, terutama yang login bisa 2-3 menit, bahkan pernah sampai 5 menit cuman buat loading.",2,2025-05-24 11:05:00
Nikke,"waduh server CN terlalu dianak emaskan, server lain kayak ga dianggap.",1,2025-05-24 09:34:05
Nikke,"Favorit kepada CN, masak QoL di CN lebih baik daripada Global seperti loading cepat dan mold tidak ada SR, kayaknya Shift Up membuat kita seperti warga kelas dua, kecewa berat. Edit: lmao, parah respon di google play dan Dev note nya malahan tidak ada petabahan QoL sesuai China hanya loading doang, dev busuk ndak tau diri, emang favorit sama china.",1,2025-05-23 22:06:05
Nikke,berikan loading game sama kaya china,1,2025-05-23 21:28:55
Nikke,well kurang di loading aja sih,3,2025-05-23 20:29:07
Nikke,loadingnya terlalu lama,1,2025-05-23 20:12:22
Nikke,tolong untuk loading dipercepat masak 5 sampai 10menit untuk loading doang,3,2025-05-23 19:19:12
Nikke,"login nya lambat, butuh waktu 8 menit, bahkan device yang saya gunakan cukup mumpuni dan jaringan di lingkungan saya stabil tetap saja masih dibutuhkan waktu yang lama untuk masuk kedalam game, berbeda dengan di server china yang baru rilis, tidak ada 1 menit untuk login, dan juga berbagai hadiah diserver china yang membuat server global cemburu, baiklah jika itu mau mu shift up, bintang 1 untuk game mu",1,2025-05-23 18:56:28
Nikke,Tolonglah dev nya masa server CN dapat QoL lebih bagus dari server Global? Improve game tapi pilih kasih.,1,2025-05-23 18:31:16
Nikke,"Update penilaian setelah NIKKE CN Server rilis. Sungguh sangat disayangkan apabila Global Server tidak memperoleh QoL yang serupa dimana telah dinantikan sejak awal perilisan yaitu optimalisasi loading screen. Para pemain yang sejatinya telah mendukung game ini selama 2,5 tahun sangat layak untuk mendapatkan hal itu.",1,2025-05-23 10:33:12
Nikke,lama loadingnya,1,2025-05-23 08:31:55
Nikke,"loading di opening sangat lama, 10 menitan nunggunnya, mohon buat server sea dipercepat opening loadingnya😭",2,2025-05-23 04:02:44
Nikke,"kenapa kalo download baru selalu stuck di 3.2gb , selalu berapa kali di ulang tetap stuck di",1,2025-05-22 16:07:14
Nikke,sus banget,5,2025-05-21 06:57:19
Nikke,"storynya kukira mid, ternyata gelap dan absolute cinema🖐😎🖐",5,2025-05-20 12:15:28
Nikke,ok masih aman di main kan di hp kentang yah cuma itu pas awal siap kan internet minimal 11 Giga untuk memuat game Rekomendasi paling sedikit aja 9Gb juga udah bagus,4,2025-05-19 14:59:57
Nikke,"Gilak lu min, dah gw download full resource tapi ngga bisa di login pntk",1,2025-05-18 12:55:21
Nikke,game gak jelas ngestuck nggak jalan-jalan 5/7 57% 11890. gb,1,2025-05-17 20:33:21
Nikke,"ini game aneh, kenapa setiap dapet update pasti kena bug mulu , bug nya Force close mulu di loading pas mau main , solusinya cuma satu yaitu harus download ulang lagi hadehhh...",1,2025-05-17 16:36:20
Nikke,terima kasih,5,2025-05-17 16:20:21
Nikke,nyerah gue dowload data pake wifi 1 hari belum kelar,3,2025-05-17 00:42:15
Nikke,ini memang jaringan ku atau yang lain juga ya setiap buka ni game pasti loading mau masuk gamenya lama gak kayak versi lama nya jadi lama nya tuh dia kaya masih verifikasi dulu padahal dulu cepet bacanya tapi ini malah makin lama aja,2,2025-05-16 21:51:04
Nikke,"udah download besar ga bisa masuk, stuck di 57 bangke emang",1,2025-05-16 17:25:22
Nikke,ga tau males. bagian belakang terlalu keliatan,1,2025-05-16 16:41:42
Nikke,"tolol bet jing loadingnya, download update an selalu nge stuck, sinyalnya kencang banget padahal, jadi harus relog dengan loading selama itu jing",1,2025-05-15 19:21:36
Nikke,"good bgt no cacat,tapi bisakah anda menambahkan bahasa Indonesia di game ini",5,2025-05-15 12:12:21
Nikke,min tolong HP aku masih banyak penyimpanan nya tapi kok malah suka force close sendiri tolong buat lebih ringan pada saat download data min soalnya gw GK bakal bisa download data kalau selalu force close dan GK bkal bisa nyobain game ini dan juga suka GK kompetibel di android versi 15 jadi tolong di perbaiki min gamenya gw kasih bintang lima biar ada di ulasan paling atas dan siapa tau ada yang sama ngalamin kayak gw,5,2025-05-15 12:06:47
Nikke,"Overall bagus, cuma 1 yang menurut sy agak mengganggu. Loading terlalu banyak dan lama. kedepannya mungkin developer bisa lebih mengoptimalkan bagian ini",5,2025-05-15 09:36:12
Nikke,"akun saya hilang padahal saya sudah memakai akun yang sama saat saya dulu bermain game ini, bahkan saya ada history bermainnya",1,2025-05-14 20:37:04
Nikke,overall sudah bagus cuma loading awal lama sekali jalo bisa dipercepat dan untuk misi campaign kalo bisa tambahin fitur quick battle thanks,1,2025-05-13 20:46:27
Nikke,game ga jelas loading nya lama bangett siapa yang betah main ni game tiap mau login loading nya lama polll skip skip,1,2025-05-13 20:32:46
Nikke,"tolong perbaiki masalah masuk game, harus menunggu 3-5 menit atu bahkan lebih hanya untuk masuk ke dalam game",3,2025-05-13 20:12:33
Nikke,terima kasih game baik,5,2025-05-13 13:59:49
Nikke,bagus,5,2025-05-13 13:17:40
Nikke,setelah update sering mengalami gangguan jaringan padahal lancar aja,1,2025-05-13 04:03:39
Nikke,ini adalah gema dengan grafis yang bagus,5,2025-05-12 22:20:35
Nikke,ITS A bad game aku mengunduh data sebesar 10gb tapi setelah 500mb unduhan itu berhenti sendiri sangat payah,2,2025-05-11 15:28:28
Nikke,gem ini seru dan keren 👍,5,2025-05-10 21:03:05
Nikke,"loading screennya jangan terlalu lama, dan size game tolong jangan mendownload ulang lagi ketika masuk ke game ketika mengganti setingan grafik",1,2025-05-10 07:17:53
Nikke,"sehat"" game baik",5,2025-05-09 18:35:58
Nikke,"bagus bgt, tapi menurut saya event nya itu kan ada yang gak permanen jadi para player baru bakal kesusahan buat mahamin cerita nya, Semoga di fix ya🌝",4,2025-05-08 18:06:45
Nikke,"kadang kadang lagu theme gamenya ke ulang ulang sebentar, lalu kembali semula mungkin itu masalah HP gw ( • ̀ω•́ )✧",4,2025-05-08 12:26:28
Nikke,"Loading screen terlalu lama, dan auto aimnya jelek.",3,2025-05-08 10:11:56
Nikke,mantap game loading sampai orangnya mati tutup aja ini game download data lemot loading lemot hilang aja dah cape gua liat game yg modal nonton loadingnya sampai sore gak masuk,1,2025-05-07 10:59:33
Nikke,"sangat bagus, Ampe 10x keluar masuk kamar mandi",5,2025-05-07 09:52:20
Nikke,Seru pokoknya. gameplaynya memanjakan mata apalagi lagunya,5,2025-05-06 21:47:17
Nikke,Stak loading game butut,1,2025-05-06 03:17:41
Nikke,bro loading awal nya lama bat dah hampir 10 menittan lama tapi sisa nya mantap,4,2025-05-05 19:47:13
Nikke,kenapa downloading data game nya sangat lambat,1,2025-05-05 18:44:37
Nikke,saya kasi bintang 3 dulu soal gameplay udah oke kualitas grafis oke bagus tapi yang jadi masalah kenapa saat buka gamenya lama sekai baru masuk ke dalam gamenya itu pun isi loading dulu lama sekali sampe males mainya padahal ram masih banyak.mohon di perbaiki selai itu semua dah oke mantep,3,2025-05-04 17:28:10
Nikke,tidak bisa login lewat Facebook,5,2025-05-03 21:30:58
Nikke,sumpah lu memperlakukan player comeback kyk gini loading screen lama banget kocak nih game 30 menit gak masuk game udah di pertengahan downloadnya down lagi padahal sinyal bagus semoga end game,1,2025-05-02 21:59:49
Nikke,"please, saya gacha sekarang tidak pernah dapat karakter dari benner belasan ribu gems saya habiskan tetap saja tidak dapat,apakah se-kecil itu rate gacha game ini?",1,2025-05-02 19:05:25
Nikke,"belum main aja udah bikin males,pas mau download data stak di loading 5/7 ku tunggu sampe 15 menit sama aja stak di situ",2,2025-05-02 14:29:49
Nikke,loding masuk ga ngotak... optimanisasi buruk,1,2025-05-02 12:26:20
Nikke,"stuck pas mau download data di no 5 setelah milih server, dan download data di background juga tidak berfunsi padahal ada natifikasinya + bar di notifikasinya stuck terus ga jalan²",2,2025-05-02 07:31:52
Nikke,ini Napa sih cok? masa tiap mau campaign disconnect from server terus? maen game Laen lancar loh jaringannya,1,2025-05-02 06:45:30
Nikke,"aku bingung cara pilih servernya,soalnya download datanya banyak banget bisa 8k sama 7k",5,2025-05-01 20:24:36
Nikke,"game nya sih bagus cuman krna loading lama saya kasih rate b1 dulu, game nya gk terlalu berat tpi disaat loading kek berasa berat sekali,mohon di perbaiki",1,2025-05-01 09:19:28
Nikke,bagus bgt game nya waifu ku semakin bertambah apa lagi gacha nya wangy wangy😍😍,5,2025-05-01 07:32:43
Nikke,percuma download data 10 gb an tapi ga bisa masuk gamenya,1,2025-05-01 03:07:07
Nikke,tolong d perbaiki lagi.loding login nya mau setengah jam sendiri,2,2025-04-30 20:17:55
Nikke,update bahasa Indonesia 5 ⭐,4,2025-04-29 15:59:30
Nikke,"game nya radak-radak susu but it's Oky aku sering main ini kalo aku lagi bosen yah walaupun nanti gua ujung-ujungnya ganti game, hehe.. tapi gpp lah ini udah bagus aku dapet Waifu baru juga cantik-cantik semuanya SIP DEH!!👋🗿 WALAUPUN GUA CEWEK TAPI BNYK WAIFU NYA😁",5,2025-04-28 15:14:31
Nikke,saya sebagai anak pondok sangat suka dengan game ini dan sangat cocok bermain bersama orang tua,5,2025-04-28 14:54:53
Nikke,"kenapa lagi dah ni game malah (Sistem Eror) katanya padahal kaga ada gua otak atik filenya. waktu saya mainkan siang hari tadi gak ada masalah, dan waktu saya login ke game ini pada malam ini malah bermasalah heran gua udah lah nunggu loading nya lama malah di tambah masalah yang kaga jelas apa penyebabnya sampai bisa SISTEM EROR aneh banget padahal game nya seru kalo ada game serupa mending gua mainin game serupa itu DARIPADA GAME INI, ini game dari dulu emang udah banyak masalahnya. GAME CACAT",1,2025-04-28 02:37:51
Nikke,"game gak jelas, udah download sampe 50%, setelah itu gak jalan.. stuck.. habis kouta internet aja ini, main kagak.",1,2025-04-27 22:29:02
Nikke,"game bagus, baik keren, gak kayak kayak genshin",5,2025-04-27 14:35:00
Nikke,"loading screen memakan waktu yang terlalu lama... bisakah kalian mempersingkat loading screen nya? harus menunggu 2 sampai 5 menit itu sudah lama padahal hanya loading screen log in, Kenapa bisa selama ini? aku memainkan game lainnya juga tapi baru pertama kali menemukan game yang di loading screen log in nya harus menunggu cukup lama untuk bisa masuk..",3,2025-04-27 02:59:57
Nikke,kutukan lvl160 bjir bjir nge stak lvl 160,1,2025-04-27 02:50:46
Nikke,laggg parahhh bjirrr;v,2,2025-04-26 17:55:05
Nikke,"sudah bagus cuman plz perbaiki loadingnya agk dipercepat soalnya lama menunggunya memakan waktu berjam"" jadi membosankan, tolong perbaiki",4,2025-04-26 14:13:05
